,user_loc,fr_loc,scaled_sci,user_city_id,fr_city_id
3163,BALIKESIR,SIVAS,9877,12,73
3164,CANAKKALE,SIVAS,8464,22,73
3165,IZMIR,SIVAS,10416,41,73
3166,AYDIN,SIVAS,8941,11,73
3167,DENIZLI,SIVAS,6851,25,73
3168,MUGLA,SIVAS,9807,60,73
3169,MANISA,SIVAS,7076,57,73
3170,AFYONKARAHISAR,SIVAS,9897,3,73
3171,KUTAHYA,SIVAS,7764,55,73
3172,USAK,SIVAS,8428,78,73
3173,BURSA,SIVAS,8106,21,73
3174,ESKISEHIR,SIVAS,8796,32,73
3175,BILECIK,SIVAS,8805,16,73
3176,KOCAELI,SIVAS,11072,53,73
3177,SAKARYA,SIVAS,8409,67,73
3178,DUZCE,SIVAS,7620,27,73
3179,BOLU,SIVAS,8331,19,73
3180,YALOVA,SIVAS,12911,80,73
3181,ANKARA,SIVAS,15093,7,73
3182,KONYA,SIVAS,10333,54,73
3183,KARAMAN,SIVAS,8996,44,73
3184,ANTALYA,SIVAS,12859,8,73
3185,ISPARTA,SIVAS,8575,39,73
3186,BURDUR,SIVAS,9181,20,73
3187,ADANA,SIVAS,8168,1,73
3188,MERSIN,SIVAS,9547,59,73
3189,HATAY,SIVAS,6272,37,73
3190,KAHRAMANMARAS,SIVAS,12034,42,73
3191,OSMANIYE,SIVAS,11442,65,73
3192,KIRIKKALE,SIVAS,15152,49,73
3193,AKSARAY,SIVAS,13966,5,73
3194,NIGDE,SIVAS,19589,63,73
3195,NEVSEHIR,SIVAS,23046,62,73
3196,KIRSEHIR,SIVAS,15969,51,73
3197,KAYSERI,SIVAS,46325,47,73
3198,SIVAS,SIVAS,1869008,73,73
3199,YOZGAT,SIVAS,34597,81,73
3200,ZONGULDAK,SIVAS,6780,82,73
3201,KARABUK,SIVAS,8414,43,73
3202,BARTIN,SIVAS,7520,13,73
3203,KASTAMONU,SIVAS,9702,46,73
3204,CANKIRI,SIVAS,12518,23,73
3205,SINOP,SIVAS,8431,71,73
3206,SAMSUN,SIVAS,11255,68,73
3207,TOKAT,SIVAS,51439,75,73
3208,CORUM,SIVAS,11110,24,73
3209,AMASYA,SIVAS,19277,6,73
3210,TRABZON,SIVAS,8684,76,73
3211,ORDU,SIVAS,13722,64,73
3212,GIRESUN,SIVAS,15622,34,73
3213,RIZE,SIVAS,7822,66,73
3214,ARTVIN,SIVAS,8727,10,73
3215,GUMUSHANE,SIVAS,18964,35,73
3216,ERZURUM,SIVAS,13089,31,73
3217,ERZINCAN,SIVAS,39514,30,73
3218,BAYBURT,SIVAS,18813,15,73
3219,AGRI,SIVAS,13193,4,73
3220,KARS,SIVAS,13784,45,73
3221,IGDIR,SIVAS,11722,38,73
3222,ARDAHAN,SIVAS,13817,9,73
3223,MALATYA,SIVAS,20209,56,73
3224,ELAZIG,SIVAS,12552,29,73
3225,BINGOL,SIVAS,9878,17,73
3226,TUNCELI,SIVAS,15917,77,73
3227,VAN,SIVAS,7676,79,73
3228,MUS,SIVAS,9716,61,73
3229,BITLIS,SIVAS,8984,18,73
3230,HAKKARI,SIVAS,9142,36,73
3231,GAZIANTEP,SIVAS,6399,33,73
3232,ADIYAMAN,SIVAS,10924,2,73
3233,KILIS,SIVAS,7509,48,73
3234,SANLIURFA,SIVAS,10431,69,73
3235,DIYARBAKIR,SIVAS,7529,26,73
3236,MARDIN,SIVAS,6784,58,73
3237,BATMAN,SIVAS,5790,14,73
3238,SIRNAK,SIVAS,6800,72,73
3239,SIIRT,SIVAS,7642,70,73
3240,ISTANBUL,YOZGAT,9653,40,81
3241,TEKIRDAG,YOZGAT,10423,74,81
3242,EDIRNE,YOZGAT,7624,28,81
3243,KIRKLARELI,YOZGAT,7585,50,81
3244,BALIKESIR,YOZGAT,9787,12,81
3245,CANAKKALE,YOZGAT,8425,22,81
3246,IZMIR,YOZGAT,9052,41,81
3247,AYDIN,YOZGAT,9191,11,81
3248,DENIZLI,YOZGAT,7670,25,81
3249,MUGLA,YOZGAT,12256,60,81
3250,MANISA,YOZGAT,8271,57,81
3251,AFYONKARAHISAR,YOZGAT,12311,3,81
3252,KUTAHYA,YOZGAT,9161,55,81
3253,USAK,YOZGAT,8406,78,81
3254,BURSA,YOZGAT,11279,21,81
3255,ESKISEHIR,YOZGAT,9746,32,81
3256,BILECIK,YOZGAT,9385,16,81
3257,KOCAELI,YOZGAT,10723,53,81
3258,SAKARYA,YOZGAT,9526,67,81
3259,DUZCE,YOZGAT,8454,27,81
3260,BOLU,YOZGAT,10104,19,81
3261,YALOVA,YOZGAT,11147,80,81
3262,ANKARA,YOZGAT,52321,7,81
3263,KONYA,YOZGAT,12835,54,81
3264,KARAMAN,YOZGAT,10249,44,81
3265,ANTALYA,YOZGAT,14590,8,81
3266,ISPARTA,YOZGAT,10261,39,81
3267,BURDUR,YOZGAT,9861,20,81
3268,ADANA,YOZGAT,8015,1,81
3269,MERSIN,YOZGAT,8848,59,81
3270,HATAY,YOZGAT,5683,37,81
3271,KAHRAMANMARAS,YOZGAT,9301,42,81
3272,OSMANIYE,YOZGAT,10784,65,81
3273,KIRIKKALE,YOZGAT,56324,49,81
3274,AKSARAY,YOZGAT,20276,5,81
3275,NIGDE,YOZGAT,21324,63,81
3276,NEVSEHIR,YOZGAT,45295,62,81
3277,KIRSEHIR,YOZGAT,132686,51,81
3278,KAYSERI,YOZGAT,70152,47,81
3279,SIVAS,YOZGAT,34597,73,81
3280,YOZGAT,YOZGAT,4175124,81,81
3281,ZONGULDAK,YOZGAT,6746,82,81
3282,KARABUK,YOZGAT,8708,43,81
3283,BARTIN,YOZGAT,9182,13,81
3284,KASTAMONU,YOZGAT,13406,46,81
3285,CANKIRI,YOZGAT,19098,23,81
3286,SINOP,YOZGAT,10563,71,81
3287,SAMSUN,YOZGAT,11957,68,81
3288,TOKAT,YOZGAT,35163,75,81
3289,CORUM,YOZGAT,58995,24,81
3290,AMASYA,YOZGAT,22078,6,81
3291,TRABZON,YOZGAT,8154,76,81
3292,ORDU,YOZGAT,8983,64,81
3293,GIRESUN,YOZGAT,8123,34,81
3294,RIZE,YOZGAT,6793,66,81
3295,ARTVIN,YOZGAT,7256,10,81
3296,GUMUSHANE,YOZGAT,14276,35,81
3297,ERZURUM,YOZGAT,10322,31,81
3298,ERZINCAN,YOZGAT,14363,30,81
3299,BAYBURT,YOZGAT,15275,15,81
3300,AGRI,YOZGAT,12783,4,81
3301,KARS,YOZGAT,16866,45,81
3302,IGDIR,YOZGAT,10429,38,81
3303,ARDAHAN,YOZGAT,13685,9,81
3304,MALATYA,YOZGAT,8450,56,81
3305,ELAZIG,YOZGAT,9248,29,81
3306,BINGOL,YOZGAT,11227,17,81
3307,TUNCELI,YOZGAT,14749,77,81
3308,VAN,YOZGAT,9112,79,81
3309,MUS,YOZGAT,9816,61,81
3310,BITLIS,YOZGAT,9872,18,81
3311,HAKKARI,YOZGAT,13160,36,81
3312,GAZIANTEP,YOZGAT,6339,33,81
3313,ADIYAMAN,YOZGAT,9031,2,81
3314,KILIS,YOZGAT,6944,48,81
3315,SANLIURFA,YOZGAT,11947,69,81
3316,DIYARBAKIR,YOZGAT,7739,26,81
3317,MARDIN,YOZGAT,7933,58,81
3318,BATMAN,YOZGAT,5875,14,81
3319,SIRNAK,YOZGAT,9741,72,81
3320,SIIRT,YOZGAT,10014,70,81
3321,ISTANBUL,ZONGULDAK,13923,40,82
3322,TEKIRDAG,ZONGULDAK,20423,74,82
3323,EDIRNE,ZONGULDAK,10537,28,82
3324,KIRKLARELI,ZONGULDAK,9169,50,82
3325,BALIKESIR,ZONGULDAK,10267,12,82
3326,CANAKKALE,ZONGULDAK,10862,22,82
3327,IZMIR,ZONGULDAK,7151,41,82
3328,AYDIN,ZONGULDAK,7901,11,82
3329,DENIZLI,ZONGULDAK,6087,25,82
3330,MUGLA,ZONGULDAK,11680,60,82
3331,MANISA,ZONGULDAK,9663,57,82
3332,AFYONKARAHISAR,ZONGULDAK,6370,3,82
3333,KUTAHYA,ZONGULDAK,8305,55,82
3334,USAK,ZONGULDAK,5613,78,82
3335,BURSA,ZONGULDAK,13459,21,82
3336,ESKISEHIR,ZONGULDAK,13954,32,82
3337,BILECIK,ZONGULDAK,13301,16,82
3338,KOCAELI,ZONGULDAK,25574,53,82
3339,SAKARYA,ZONGULDAK,21370,67,82
3340,DUZCE,ZONGULDAK,64676,27,82
3341,BOLU,ZONGULDAK,62814,19,82
3342,YALOVA,ZONGULDAK,17194,80,82
3343,ANKARA,ZONGULDAK,13715,7,82
3344,KONYA,ZONGULDAK,5698,54,82
3345,KARAMAN,ZONGULDAK,5316,44,82
3346,ANTALYA,ZONGULDAK,9587,8,82
3347,ISPARTA,ZONGULDAK,6675,39,82
3348,BURDUR,ZONGULDAK,6866,20,82
3349,ADANA,ZONGULDAK,4532,1,82
3350,MERSIN,ZONGULDAK,4849,59,82
3351,HATAY,ZONGULDAK,4493,37,82
3352,KAHRAMANMARAS,ZONGULDAK,4831,42,82
3353,OSMANIYE,ZONGULDAK,6624,65,82
3354,KIRIKKALE,ZONGULDAK,9193,49,82
3355,AKSARAY,ZONGULDAK,5266,5,82
3356,NIGDE,ZONGULDAK,6307,63,82
3357,NEVSEHIR,ZONGULDAK,7018,62,82
3358,KIRSEHIR,ZONGULDAK,6618,51,82
3359,KAYSERI,ZONGULDAK,5078,47,82
3360,SIVAS,ZONGULDAK,6780,73,82
3361,YOZGAT,ZONGULDAK,6746,81,82
3362,ZONGULDAK,ZONGULDAK,2615792,82,82
3363,KARABUK,ZONGULDAK,112146,43,82
3364,BARTIN,ZONGULDAK,256127,13,82
3365,KASTAMONU,ZONGULDAK,28174,46,82
3366,CANKIRI,ZONGULDAK,18403,23,82
3367,SINOP,ZONGULDAK,14185,71,82
3368,SAMSUN,ZONGULDAK,10387,68,82
3369,TOKAT,ZONGULDAK,6897,75,82
3370,CORUM,ZONGULDAK,7276,24,82
3371,AMASYA,ZONGULDAK,7749,6,82
3372,TRABZON,ZONGULDAK,22102,76,82
3373,ORDU,ZONGULDAK,11197,64,82
3374,GIRESUN,ZONGULDAK,13474,34,82
3375,RIZE,ZONGULDAK,11163,66,82
3376,ARTVIN,ZONGULDAK,15185,10,82
3377,GUMUSHANE,ZONGULDAK,17275,35,82
3378,ERZURUM,ZONGULDAK,6508,31,82
3379,ERZINCAN,ZONGULDAK,6581,30,82
3380,BAYBURT,ZONGULDAK,12216,15,82
3381,AGRI,ZONGULDAK,8452,4,82
3382,KARS,ZONGULDAK,8950,45,82
3383,IGDIR,ZONGULDAK,7312,38,82
3384,ARDAHAN,ZONGULDAK,10745,9,82
3385,MALATYA,ZONGULDAK,4804,56,82
3386,ELAZIG,ZONGULDAK,5036,29,82
3387,BINGOL,ZONGULDAK,5614,17,82
3388,TUNCELI,ZONGULDAK,9018,77,82
3389,VAN,ZONGULDAK,5873,79,82
3390,MUS,ZONGULDAK,5778,61,82
3391,BITLIS,ZONGULDAK,6010,18,82
3392,HAKKARI,ZONGULDAK,6872,36,82
3393,GAZIANTEP,ZONGULDAK,3520,33,82
3394,ADIYAMAN,ZONGULDAK,4535,2,82
3395,KILIS,ZONGULDAK,4590,48,82
3396,SANLIURFA,ZONGULDAK,4120,69,82
3397,DIYARBAKIR,ZONGULDAK,3884,26,82
3398,MARDIN,ZONGULDAK,3917,58,82
3399,BATMAN,ZONGULDAK,3777,14,82
3400,SIRNAK,ZONGULDAK,5318,72,82
3401,SIIRT,ZONGULDAK,5009,70,82
3402,ISTANBUL,KARABUK,13800,40,43
3403,TEKIRDAG,KARABUK,13797,74,43
3404,EDIRNE,KARABUK,10427,28,43
3405,KIRKLARELI,KARABUK,8750,50,43
3406,BALIKESIR,KARABUK,9420,12,43
3407,CANAKKALE,KARABUK,8953,22,43
3408,IZMIR,KARABUK,6728,41,43
3409,AYDIN,KARABUK,8409,11,43
3410,DENIZLI,KARABUK,6526,25,43
3411,MUGLA,KARABUK,9605,60,43
3412,MANISA,KARABUK,7007,57,43
3413,AFYONKARAHISAR,KARABUK,7716,3,43
3414,KUTAHYA,KARABUK,8741,55,43
3415,USAK,KARABUK,6590,78,43
3416,BURSA,KARABUK,8262,21,43
3417,ESKISEHIR,KARABUK,10134,32,43
3418,BILECIK,KARABUK,10251,16,43
3419,KOCAELI,KARABUK,22772,53,43
3420,SAKARYA,KARABUK,14045,67,43
3421,DUZCE,KARABUK,19565,27,43
3422,BOLU,KARABUK,58572,19,43
3423,YALOVA,KARABUK,11016,80,43
3424,ANKARA,KARABUK,18291,7,43
3425,KONYA,KARABUK,7183,54,43
3426,KARAMAN,KARABUK,6690,44,43
3427,ANTALYA,KARABUK,8836,8,43
3428,ISPARTA,KARABUK,7299,39,43
3429,BURDUR,KARABUK,8282,20,43
3430,ADANA,KARABUK,4959,1,43
3431,MERSIN,KARABUK,5529,59,43
3432,HATAY,KARABUK,7644,37,43
3433,KAHRAMANMARAS,KARABUK,5955,42,43
3434,OSMANIYE,KARABUK,8612,65,43
3435,KIRIKKALE,KARABUK,10144,49,43
3436,AKSARAY,KARABUK,6756,5,43
3437,NIGDE,KARABUK,7535,63,43
3438,NEVSEHIR,KARABUK,7830,62,43
3439,KIRSEHIR,KARABUK,8731,51,43
3440,KAYSERI,KARABUK,6777,47,43
3441,SIVAS,KARABUK,8414,73,43
3442,YOZGAT,KARABUK,8708,81,43
3443,ZONGULDAK,KARABUK,112146,82,43
3444,KARABUK,KARABUK,4889414,43,43
3445,BARTIN,KARABUK,167913,13,43
3446,KASTAMONU,KARABUK,133649,46,43
3447,CANKIRI,KARABUK,95955,23,43
3448,SINOP,KARABUK,29917,71,43
3449,SAMSUN,KARABUK,11209,68,43
3450,TOKAT,KARABUK,8515,75,43
3451,CORUM,KARABUK,9872,24,43
3452,AMASYA,KARABUK,10101,6,43
3453,TRABZON,KARABUK,10859,76,43
3454,ORDU,KARABUK,9116,64,43
3455,GIRESUN,KARABUK,8498,34,43
3456,RIZE,KARABUK,9237,66,43
3457,ARTVIN,KARABUK,12743,10,43
3458,GUMUSHANE,KARABUK,11424,35,43
3459,ERZURUM,KARABUK,7374,31,43
3460,ERZINCAN,KARABUK,7711,30,43
3461,BAYBURT,KARABUK,9767,15,43
3462,AGRI,KARABUK,11949,4,43
3463,KARS,KARABUK,9384,45,43
3464,IGDIR,KARABUK,8882,38,43
3465,ARDAHAN,KARABUK,8510,9,43
3466,MALATYA,KARABUK,5505,56,43
3467,ELAZIG,KARABUK,6846,29,43
3468,BINGOL,KARABUK,6208,17,43
3469,TUNCELI,KARABUK,9767,77,43
3470,VAN,KARABUK,6819,79,43
3471,MUS,KARABUK,6930,61,43
3472,BITLIS,KARABUK,6724,18,43
3473,HAKKARI,KARABUK,6309,36,43
3474,GAZIANTEP,KARABUK,4181,33,43
3475,ADIYAMAN,KARABUK,6049,2,43
3476,KILIS,KARABUK,5309,48,43
3477,SANLIURFA,KARABUK,4903,69,43
3478,DIYARBAKIR,KARABUK,4061,26,43
3479,MARDIN,KARABUK,4894,58,43
3480,BATMAN,KARABUK,4321,14,43
3481,SIRNAK,KARABUK,5622,72,43
3482,SIIRT,KARABUK,5969,70,43
3483,ISTANBUL,BARTIN,17491,40,13
3484,TEKIRDAG,BARTIN,20052,74,13
3485,EDIRNE,BARTIN,9209,28,13
3486,KIRKLARELI,BARTIN,10088,50,13
3487,BALIKESIR,BARTIN,9608,12,13
3488,CANAKKALE,BARTIN,12105,22,13
3489,IZMIR,BARTIN,6763,41,13
3490,AYDIN,BARTIN,7734,11,13
3491,DENIZLI,BARTIN,6225,25,13
3492,MUGLA,BARTIN,11172,60,13
3493,MANISA,BARTIN,10064,57,13
3494,AFYONKARAHISAR,BARTIN,6518,3,13
3495,KUTAHYA,BARTIN,8623,55,13
3496,USAK,BARTIN,6221,78,13
3497,BURSA,BARTIN,7915,21,13
3498,ESKISEHIR,BARTIN,10297,32,13
3499,BILECIK,BARTIN,11434,16,13
3500,KOCAELI,BARTIN,18691,53,13
3501,SAKARYA,BARTIN,14714,67,13
3502,DUZCE,BARTIN,20327,27,13
3503,BOLU,BARTIN,35962,19,13
3504,YALOVA,BARTIN,11810,80,13
3505,ANKARA,BARTIN,16462,7,13
3506,KONYA,BARTIN,6264,54,13
3507,KARAMAN,BARTIN,6221,44,13
3508,ANTALYA,BARTIN,8423,8,13
3509,ISPARTA,BARTIN,8140,39,13
3510,BURDUR,BARTIN,7380,20,13
3511,ADANA,BARTIN,4864,1,13
3512,MERSIN,BARTIN,5381,59,13
3513,HATAY,BARTIN,5294,37,13
3514,KAHRAMANMARAS,BARTIN,5662,42,13
3515,OSMANIYE,BARTIN,7136,65,13
3516,KIRIKKALE,BARTIN,12495,49,13
3517,AKSARAY,BARTIN,7002,5,13
3518,NIGDE,BARTIN,8164,63,13
3519,NEVSEHIR,BARTIN,6572,62,13
3520,KIRSEHIR,BARTIN,7509,51,13
3521,KAYSERI,BARTIN,6413,47,13
3522,SIVAS,BARTIN,7520,73,13
3523,YOZGAT,BARTIN,9182,81,13
3524,ZONGULDAK,BARTIN,256127,82,13
3525,KARABUK,BARTIN,167913,43,13
3526,BARTIN,BARTIN,7381544,13,13
3527,KASTAMONU,BARTIN,75558,46,13
3528,CANKIRI,BARTIN,24237,23,13
3529,SINOP,BARTIN,18480,71,13
3530,SAMSUN,BARTIN,10603,68,13
3531,TOKAT,BARTIN,7885,75,13
3532,CORUM,BARTIN,8830,24,13
3533,AMASYA,BARTIN,9667,6,13
3534,TRABZON,BARTIN,11593,76,13
3535,ORDU,BARTIN,10750,64,13
3536,GIRESUN,BARTIN,10506,34,13
3537,RIZE,BARTIN,8618,66,13
3538,ARTVIN,BARTIN,11644,10,13
3539,GUMUSHANE,BARTIN,11047,35,13
3540,ERZURUM,BARTIN,7603,31,13
3541,ERZINCAN,BARTIN,7453,30,13
3542,BAYBURT,BARTIN,13495,15,13
3543,AGRI,BARTIN,8983,4,13
3544,KARS,BARTIN,8546,45,13
3545,IGDIR,BARTIN,6675,38,13
3546,ARDAHAN,BARTIN,10410,9,13
3547,MALATYA,BARTIN,5633,56,13
3548,ELAZIG,BARTIN,6253,29,13
3549,BINGOL,BARTIN,7142,17,13
3550,TUNCELI,BARTIN,10895,77,13
3551,VAN,BARTIN,7316,79,13
3552,MUS,BARTIN,7513,61,13
3553,BITLIS,BARTIN,7716,18,13
3554,HAKKARI,BARTIN,9353,36,13
3555,GAZIANTEP,BARTIN,3843,33,13
3556,ADIYAMAN,BARTIN,6621,2,13
3557,KILIS,BARTIN,4425,48,13
3558,SANLIURFA,BARTIN,5086,69,13
3559,DIYARBAKIR,BARTIN,4441,26,13
3560,MARDIN,BARTIN,4208,58,13
3561,BATMAN,BARTIN,4305,14,13
3562,SIRNAK,BARTIN,6330,72,13
3563,SIIRT,BARTIN,6114,70,13
3564,ISTANBUL,KASTAMONU,23555,40,46
3565,TEKIRDAG,KASTAMONU,14891,74,46
3566,EDIRNE,KASTAMONU,9479,28,46
3567,KIRKLARELI,KASTAMONU,14402,50,46
3568,BALIKESIR,KASTAMONU,11425,12,46
3569,CANAKKALE,KASTAMONU,10080,22,46
3570,IZMIR,KASTAMONU,6318,41,46
3571,AYDIN,KASTAMONU,7657,11,46
3572,DENIZLI,KASTAMONU,6951,25,46
3573,MUGLA,KASTAMONU,10267,60,46
3574,MANISA,KASTAMONU,6997,57,46
3575,AFYONKARAHISAR,KASTAMONU,9645,3,46
3576,KUTAHYA,KASTAMONU,9096,55,46
3577,USAK,KASTAMONU,7158,78,46
3578,BURSA,KASTAMONU,7346,21,46
3579,ESKISEHIR,KASTAMONU,9921,32,46
3580,BILECIK,KASTAMONU,10719,16,46
3581,KOCAELI,KASTAMONU,16969,53,46
3582,SAKARYA,KASTAMONU,13345,67,46
3583,DUZCE,KASTAMONU,14765,27,46
3584,BOLU,KASTAMONU,24134,19,46
3585,YALOVA,KASTAMONU,12185,80,46
3586,ANKARA,KASTAMONU,19692,7,46
3587,KONYA,KASTAMONU,9259,54,46
3588,KARAMAN,KASTAMONU,8397,44,46
3589,ANTALYA,KASTAMONU,9183,8,46
3590,ISPARTA,KASTAMONU,9528,39,46
3591,BURDUR,KASTAMONU,9712,20,46
3592,ADANA,KASTAMONU,5329,1,46
3593,MERSIN,KASTAMONU,5990,59,46
3594,HATAY,KASTAMONU,4825,37,46
3595,KAHRAMANMARAS,KASTAMONU,6603,42,46
3596,OSMANIYE,KASTAMONU,8455,65,46
3597,KIRIKKALE,KASTAMONU,15932,49,46
3598,AKSARAY,KASTAMONU,10266,5,46
3599,NIGDE,KASTAMONU,9470,63,46
3600,NEVSEHIR,KASTAMONU,9053,62,46
3601,KIRSEHIR,KASTAMONU,10079,51,46
3602,KAYSERI,KASTAMONU,7429,47,46
3603,SIVAS,KASTAMONU,9702,73,46
3604,YOZGAT,KASTAMONU,13406,81,46
3605,ZONGULDAK,KASTAMONU,28174,82,46
3606,KARABUK,KASTAMONU,133649,43,46
3607,BARTIN,KASTAMONU,75558,13,46
3608,KASTAMONU,KASTAMONU,4954144,46,46
3609,CANKIRI,KASTAMONU,105974,23,46
3610,SINOP,KASTAMONU,135249,71,46
3611,SAMSUN,KASTAMONU,23349,68,46
3612,TOKAT,KASTAMONU,13266,75,46
3613,CORUM,KASTAMONU,29106,24,46
3614,AMASYA,KASTAMONU,20631,6,46
3615,TRABZON,KASTAMONU,11367,76,46
3616,ORDU,KASTAMONU,13184,64,46
3617,GIRESUN,KASTAMONU,11048,34,46
3618,RIZE,KASTAMONU,10171,66,46
3619,ARTVIN,KASTAMONU,11932,10,46
3620,GUMUSHANE,KASTAMONU,13415,35,46
3621,ERZURUM,KASTAMONU,9409,31,46
3622,ERZINCAN,KASTAMONU,8951,30,46
3623,BAYBURT,KASTAMONU,13574,15,46
3624,AGRI,KASTAMONU,16215,4,46
3625,KARS,KASTAMONU,11273,45,46
3626,IGDIR,KASTAMONU,9385,38,46
3627,ARDAHAN,KASTAMONU,14259,9,46
3628,MALATYA,KASTAMONU,6229,56,46
3629,ELAZIG,KASTAMONU,6498,29,46
3630,BINGOL,KASTAMONU,8666,17,46
3631,TUNCELI,KASTAMONU,15510,77,46
3632,VAN,KASTAMONU,8701,79,46
3633,MUS,KASTAMONU,7988,61,46
3634,BITLIS,KASTAMONU,8174,18,46
3635,HAKKARI,KASTAMONU,7481,36,46
3636,GAZIANTEP,KASTAMONU,4254,33,46
3637,ADIYAMAN,KASTAMONU,6157,2,46
3638,KILIS,KASTAMONU,5797,48,46
3639,SANLIURFA,KASTAMONU,6019,69,46
3640,DIYARBAKIR,KASTAMONU,5031,26,46
3641,MARDIN,KASTAMONU,5124,58,46
3642,BATMAN,KASTAMONU,4338,14,46
3643,SIRNAK,KASTAMONU,7025,72,46
3644,SIIRT,KASTAMONU,7133,70,46
3645,ISTANBUL,CANKIRI,13025,40,23
3646,TEKIRDAG,CANKIRI,7991,74,23
3647,EDIRNE,CANKIRI,7525,28,23
3648,KIRKLARELI,CANKIRI,7334,50,23
3649,BALIKESIR,CANKIRI,9715,12,23
3650,CANAKKALE,CANKIRI,8314,22,23
3651,IZMIR,CANKIRI,6616,41,23
3652,AYDIN,CANKIRI,8607,11,23
3653,DENIZLI,CANKIRI,7084,25,23
3654,MUGLA,CANKIRI,8661,60,23
3655,MANISA,CANKIRI,6549,57,23
3656,AFYONKARAHISAR,CANKIRI,10253,3,23
3657,KUTAHYA,CANKIRI,8589,55,23
3658,USAK,CANKIRI,8034,78,23
3659,BURSA,CANKIRI,6420,21,23
3660,ESKISEHIR,CANKIRI,10604,32,23
3661,BILECIK,CANKIRI,10983,16,23
3662,KOCAELI,CANKIRI,15599,53,23
3663,SAKARYA,CANKIRI,10382,67,23
3664,DUZCE,CANKIRI,11824,27,23
3665,BOLU,CANKIRI,22693,19,23
3666,YALOVA,CANKIRI,11943,80,23
3667,ANKARA,CANKIRI,73049,7,23
3668,KONYA,CANKIRI,10373,54,23
3669,KARAMAN,CANKIRI,9179,44,23
3670,ANTALYA,CANKIRI,10950,8,23
3671,ISPARTA,CANKIRI,10216,39,23
3672,BURDUR,CANKIRI,8764,20,23
3673,ADANA,CANKIRI,5901,1,23
3674,MERSIN,CANKIRI,6836,59,23
3675,HATAY,CANKIRI,4867,37,23
3676,KAHRAMANMARAS,CANKIRI,7533,42,23
3677,OSMANIYE,CANKIRI,8642,65,23
3678,KIRIKKALE,CANKIRI,63409,49,23
3679,AKSARAY,CANKIRI,12766,5,23
3680,NIGDE,CANKIRI,12776,63,23
3681,NEVSEHIR,CANKIRI,12475,62,23
3682,KIRSEHIR,CANKIRI,19303,51,23
3683,KAYSERI,CANKIRI,9484,47,23
3684,SIVAS,CANKIRI,12518,73,23
3685,YOZGAT,CANKIRI,19098,81,23
3686,ZONGULDAK,CANKIRI,18403,82,23
3687,KARABUK,CANKIRI,95955,43,23
3688,BARTIN,CANKIRI,24237,13,23
3689,KASTAMONU,CANKIRI,105974,46,23
3690,CANKIRI,CANKIRI,8348837,23,23
3691,SINOP,CANKIRI,21649,71,23
3692,SAMSUN,CANKIRI,14089,68,23
3693,TOKAT,CANKIRI,13305,75,23
3694,CORUM,CANKIRI,34930,24,23
3695,AMASYA,CANKIRI,15918,6,23
3696,TRABZON,CANKIRI,7932,76,23
3697,ORDU,CANKIRI,11576,64,23
3698,GIRESUN,CANKIRI,8126,34,23
3699,RIZE,CANKIRI,7853,66,23
3700,ARTVIN,CANKIRI,7850,10,23
3701,GUMUSHANE,CANKIRI,10706,35,23
3702,ERZURUM,CANKIRI,8941,31,23
3703,ERZINCAN,CANKIRI,12981,30,23
3704,BAYBURT,CANKIRI,12241,15,23
3705,AGRI,CANKIRI,15255,4,23
3706,KARS,CANKIRI,17266,45,23
3707,IGDIR,CANKIRI,11060,38,23
3708,ARDAHAN,CANKIRI,13469,9,23
3709,MALATYA,CANKIRI,6610,56,23
3710,ELAZIG,CANKIRI,7500,29,23
3711,BINGOL,CANKIRI,9333,17,23
3712,TUNCELI,CANKIRI,17371,77,23
3713,VAN,CANKIRI,8411,79,23
3714,MUS,CANKIRI,7324,61,23
3715,BITLIS,CANKIRI,9285,18,23
3716,HAKKARI,CANKIRI,10455,36,23
3717,GAZIANTEP,CANKIRI,4633,33,23
3718,ADIYAMAN,CANKIRI,7632,2,23
3719,KILIS,CANKIRI,6593,48,23
3720,SANLIURFA,CANKIRI,7768,69,23
3721,DIYARBAKIR,CANKIRI,5946,26,23
3722,MARDIN,CANKIRI,6198,58,23
3723,BATMAN,CANKIRI,4745,14,23
3724,SIRNAK,CANKIRI,6827,72,23
3725,SIIRT,CANKIRI,8144,70,23
3726,ISTANBUL,SINOP,26005,40,71
3727,TEKIRDAG,SINOP,35025,74,71
3728,EDIRNE,SINOP,8707,28,71
3729,KIRKLARELI,SINOP,10510,50,71
3730,BALIKESIR,SINOP,9587,12,71
3731,CANAKKALE,SINOP,10588,22,71
3732,IZMIR,SINOP,6632,41,71
3733,AYDIN,SINOP,6654,11,71
3734,DENIZLI,SINOP,6413,25,71
3735,MUGLA,SINOP,9766,60,71
3736,MANISA,SINOP,7075,57,71
3737,AFYONKARAHISAR,SINOP,6805,3,71
3738,KUTAHYA,SINOP,6907,55,71
3739,USAK,SINOP,5638,78,71
3740,BURSA,SINOP,7702,21,71
3741,ESKISEHIR,SINOP,8524,32,71
3742,BILECIK,SINOP,19922,16,71
3743,KOCAELI,SINOP,19909,53,71
3744,SAKARYA,SINOP,10215,67,71
3745,DUZCE,SINOP,10614,27,71
3746,BOLU,SINOP,11787,19,71
3747,YALOVA,SINOP,10840,80,71
3748,ANKARA,SINOP,12071,7,71
3749,KONYA,SINOP,6545,54,71
3750,KARAMAN,SINOP,5978,44,71
3751,ANTALYA,SINOP,7872,8,71
