,user_loc,fr_loc,scaled_sci,user_city_id,fr_city_id
1701,ISTANBUL,YALOVA,16234,40,80
1702,TEKIRDAG,YALOVA,12050,74,80
1703,EDIRNE,YALOVA,12380,28,80
1704,KIRKLARELI,YALOVA,11863,50,80
1705,BALIKESIR,YALOVA,15088,12,80
1706,CANAKKALE,YALOVA,15174,22,80
1707,IZMIR,YALOVA,9466,41,80
1708,AYDIN,YALOVA,9429,11,80
1709,DENIZLI,YALOVA,6276,25,80
1710,MUGLA,YALOVA,12511,60,80
1711,MANISA,YALOVA,8495,57,80
1712,AFYONKARAHISAR,YALOVA,7575,3,80
1713,KUTAHYA,YALOVA,10751,55,80
1714,USAK,YALOVA,6658,78,80
1715,BURSA,YALOVA,30973,21,80
1716,ESKISEHIR,YALOVA,11453,32,80
1717,BILECIK,YALOVA,19220,16,80
1718,KOCAELI,YALOVA,43745,53,80
1719,SAKARYA,YALOVA,19611,67,80
1720,DUZCE,YALOVA,14412,27,80
1721,BOLU,YALOVA,12402,19,80
1722,YALOVA,YALOVA,2720542,80,80
1723,ANKARA,YALOVA,9146,7,80
1724,KONYA,YALOVA,6926,54,80
1725,KARAMAN,YALOVA,6227,44,80
1726,ANTALYA,YALOVA,9033,8,80
1727,ISPARTA,YALOVA,6743,39,80
1728,BURDUR,YALOVA,6589,20,80
1729,ADANA,YALOVA,6316,1,80
1730,MERSIN,YALOVA,6899,59,80
1731,HATAY,YALOVA,5441,37,80
1732,KAHRAMANMARAS,YALOVA,6153,42,80
1733,OSMANIYE,YALOVA,8563,65,80
1734,KIRIKKALE,YALOVA,8885,49,80
1735,AKSARAY,YALOVA,7068,5,80
1736,NIGDE,YALOVA,10050,63,80
1737,NEVSEHIR,YALOVA,8226,62,80
1738,KIRSEHIR,YALOVA,7696,51,80
1739,KAYSERI,YALOVA,6326,47,80
1740,SIVAS,YALOVA,12911,73,80
1741,YOZGAT,YALOVA,11147,81,80
1742,ZONGULDAK,YALOVA,17194,82,80
1743,KARABUK,YALOVA,11016,43,80
1744,BARTIN,YALOVA,11810,13,80
1745,KASTAMONU,YALOVA,12185,46,80
1746,CANKIRI,YALOVA,11943,23,80
1747,SINOP,YALOVA,10840,71,80
1748,SAMSUN,YALOVA,12002,68,80
1749,TOKAT,YALOVA,11311,75,80
1750,CORUM,YALOVA,7953,24,80
1751,AMASYA,YALOVA,10351,6,80
1752,TRABZON,YALOVA,20159,76,80
1753,ORDU,YALOVA,13799,64,80
1754,GIRESUN,YALOVA,23684,34,80
1755,RIZE,YALOVA,35046,66,80
1756,ARTVIN,YALOVA,34565,10,80
1757,GUMUSHANE,YALOVA,19010,35,80
1758,ERZURUM,YALOVA,26051,31,80
1759,ERZINCAN,YALOVA,19693,30,80
1760,BAYBURT,YALOVA,38849,15,80
1761,AGRI,YALOVA,19455,4,80
1762,KARS,YALOVA,24431,45,80
1763,IGDIR,YALOVA,24258,38,80
1764,ARDAHAN,YALOVA,23545,9,80
1765,MALATYA,YALOVA,8017,56,80
1766,ELAZIG,YALOVA,9613,29,80
1767,BINGOL,YALOVA,18118,17,80
1768,TUNCELI,YALOVA,12980,77,80
1769,VAN,YALOVA,10874,79,80
1770,MUS,YALOVA,46077,61,80
1771,BITLIS,YALOVA,24559,18,80
1772,HAKKARI,YALOVA,9996,36,80
1773,GAZIANTEP,YALOVA,5159,33,80
1774,ADIYAMAN,YALOVA,6379,2,80
1775,KILIS,YALOVA,5932,48,80
1776,SANLIURFA,YALOVA,19028,69,80
1777,DIYARBAKIR,YALOVA,9589,26,80
1778,MARDIN,YALOVA,8359,58,80
1779,BATMAN,YALOVA,7182,14,80
1780,SIRNAK,YALOVA,7236,72,80
1781,SIIRT,YALOVA,32972,70,80
1782,ISTANBUL,ANKARA,8897,40,7
1783,TEKIRDAG,ANKARA,7590,74,7
1784,EDIRNE,ANKARA,7647,28,7
1785,KIRKLARELI,ANKARA,7348,50,7
1786,BALIKESIR,ANKARA,9680,12,7
1787,CANAKKALE,ANKARA,9203,22,7
1788,IZMIR,ANKARA,9763,41,7
1789,AYDIN,ANKARA,9934,11,7
1790,DENIZLI,ANKARA,7558,25,7
1791,MUGLA,ANKARA,12246,60,7
1792,MANISA,ANKARA,7026,57,7
1793,AFYONKARAHISAR,ANKARA,11140,3,7
1794,KUTAHYA,ANKARA,8878,55,7
1795,USAK,ANKARA,7308,78,7
1796,BURSA,ANKARA,8285,21,7
1797,ESKISEHIR,ANKARA,13838,32,7
1798,BILECIK,ANKARA,10326,16,7
1799,KOCAELI,ANKARA,9189,53,7
1800,SAKARYA,ANKARA,8495,67,7
1801,DUZCE,ANKARA,9536,27,7
1802,BOLU,ANKARA,24206,19,7
1803,YALOVA,ANKARA,9146,80,7
1804,ANKARA,ANKARA,124425,7,7
1805,KONYA,ANKARA,11691,54,7
1806,KARAMAN,ANKARA,9142,44,7
1807,ANTALYA,ANKARA,11417,8,7
1808,ISPARTA,ANKARA,10357,39,7
1809,BURDUR,ANKARA,9287,20,7
1810,ADANA,ANKARA,7454,1,7
1811,MERSIN,ANKARA,9073,59,7
1812,HATAY,ANKARA,6327,37,7
1813,KAHRAMANMARAS,ANKARA,7934,42,7
1814,OSMANIYE,ANKARA,9089,65,7
1815,KIRIKKALE,ANKARA,62421,49,7
1816,AKSARAY,ANKARA,18148,5,7
1817,NIGDE,ANKARA,17629,63,7
1818,NEVSEHIR,ANKARA,19600,62,7
1819,KIRSEHIR,ANKARA,43088,51,7
1820,KAYSERI,ANKARA,11607,47,7
1821,SIVAS,ANKARA,15093,73,7
1822,YOZGAT,ANKARA,52321,81,7
1823,ZONGULDAK,ANKARA,13715,82,7
1824,KARABUK,ANKARA,18291,43,7
1825,BARTIN,ANKARA,16462,13,7
1826,KASTAMONU,ANKARA,19692,46,7
1827,CANKIRI,ANKARA,73049,23,7
1828,SINOP,ANKARA,12071,71,7
1829,SAMSUN,ANKARA,12335,68,7
1830,TOKAT,ANKARA,15826,75,7
1831,CORUM,ANKARA,37031,24,7
1832,AMASYA,ANKARA,19520,6,7
1833,TRABZON,ANKARA,11886,76,7
1834,ORDU,ANKARA,12402,64,7
1835,GIRESUN,ANKARA,10337,34,7
1836,RIZE,ANKARA,14253,66,7
1837,ARTVIN,ANKARA,21026,10,7
1838,GUMUSHANE,ANKARA,19312,35,7
1839,ERZURUM,ANKARA,12874,31,7
1840,ERZINCAN,ANKARA,13730,30,7
1841,BAYBURT,ANKARA,16657,15,7
1842,AGRI,ANKARA,15316,4,7
1843,KARS,ANKARA,22587,45,7
1844,IGDIR,ANKARA,14835,38,7
1845,ARDAHAN,ANKARA,23504,9,7
1846,MALATYA,ANKARA,9321,56,7
1847,ELAZIG,ANKARA,10548,29,7
1848,BINGOL,ANKARA,9879,17,7
1849,TUNCELI,ANKARA,15924,77,7
1850,VAN,ANKARA,9263,79,7
1851,MUS,ANKARA,9481,61,7
1852,BITLIS,ANKARA,10495,18,7
1853,HAKKARI,ANKARA,7792,36,7
1854,GAZIANTEP,ANKARA,5966,33,7
1855,ADIYAMAN,ANKARA,8871,2,7
1856,KILIS,ANKARA,7289,48,7
1857,SANLIURFA,ANKARA,8823,69,7
1858,DIYARBAKIR,ANKARA,6560,26,7
1859,MARDIN,ANKARA,6853,58,7
1860,BATMAN,ANKARA,5734,14,7
1861,SIRNAK,ANKARA,6674,72,7
1862,SIIRT,ANKARA,7781,70,7
1863,ISTANBUL,KONYA,7394,40,54
1864,TEKIRDAG,KONYA,7265,74,54
1865,EDIRNE,KONYA,6434,28,54
1866,KIRKLARELI,KONYA,6734,50,54
1867,BALIKESIR,KONYA,7442,12,54
1868,CANAKKALE,KONYA,7130,22,54
1869,IZMIR,KONYA,9818,41,54
1870,AYDIN,KONYA,10725,11,54
1871,DENIZLI,KONYA,9486,25,54
1872,MUGLA,KONYA,8869,60,54
1873,MANISA,KONYA,8554,57,54
1874,AFYONKARAHISAR,KONYA,23022,3,54
1875,KUTAHYA,KONYA,9722,55,54
1876,USAK,KONYA,9507,78,54
1877,BURSA,KONYA,7704,21,54
1878,ESKISEHIR,KONYA,12704,32,54
1879,BILECIK,KONYA,10065,16,54
1880,KOCAELI,KONYA,8069,53,54
1881,SAKARYA,KONYA,7386,67,54
1882,DUZCE,KONYA,6381,27,54
1883,BOLU,KONYA,8061,19,54
1884,YALOVA,KONYA,6926,80,54
1885,ANKARA,KONYA,11691,7,54
1886,KONYA,KONYA,579952,54,54
1887,KARAMAN,KONYA,91355,44,54
1888,ANTALYA,KONYA,19183,8,54
1889,ISPARTA,KONYA,22278,39,54
1890,BURDUR,KONYA,15062,20,54
1891,ADANA,KONYA,9327,1,54
1892,MERSIN,KONYA,12005,59,54
1893,HATAY,KONYA,6930,37,54
1894,KAHRAMANMARAS,KONYA,8355,42,54
1895,OSMANIYE,KONYA,10335,65,54
1896,KIRIKKALE,KONYA,11121,49,54
1897,AKSARAY,KONYA,68850,5,54
1898,NIGDE,KONYA,27609,63,54
1899,NEVSEHIR,KONYA,18045,62,54
1900,KIRSEHIR,KONYA,12890,51,54
1901,KAYSERI,KONYA,10343,47,54
1902,SIVAS,KONYA,10333,73,54
1903,YOZGAT,KONYA,12835,81,54
1904,ZONGULDAK,KONYA,5698,82,54
1905,KARABUK,KONYA,7183,43,54
1906,BARTIN,KONYA,6264,13,54
1907,KASTAMONU,KONYA,9259,46,54
1908,CANKIRI,KONYA,10373,23,54
1909,SINOP,KONYA,6545,71,54
1910,SAMSUN,KONYA,6614,68,54
1911,TOKAT,KONYA,8788,75,54
1912,CORUM,KONYA,8161,24,54
1913,AMASYA,KONYA,9096,6,54
1914,TRABZON,KONYA,6252,76,54
1915,ORDU,KONYA,6327,64,54
1916,GIRESUN,KONYA,6206,34,54
1917,RIZE,KONYA,6168,66,54
1918,ARTVIN,KONYA,7641,10,54
1919,GUMUSHANE,KONYA,10654,35,54
1920,ERZURUM,KONYA,10355,31,54
1921,ERZINCAN,KONYA,11077,30,54
1922,BAYBURT,KONYA,11405,15,54
1923,AGRI,KONYA,15251,4,54
1924,KARS,KONYA,19240,45,54
1925,IGDIR,KONYA,22597,38,54
1926,ARDAHAN,KONYA,18044,9,54
1927,MALATYA,KONYA,7687,56,54
1928,ELAZIG,KONYA,8440,29,54
1929,BINGOL,KONYA,8320,17,54
1930,TUNCELI,KONYA,12041,77,54
1931,VAN,KONYA,10739,79,54
1932,MUS,KONYA,16036,61,54
1933,BITLIS,KONYA,14111,18,54
1934,HAKKARI,KONYA,13768,36,54
1935,GAZIANTEP,KONYA,7630,33,54
1936,ADIYAMAN,KONYA,8923,2,54
1937,KILIS,KONYA,8476,48,54
1938,SANLIURFA,KONYA,10618,69,54
1939,DIYARBAKIR,KONYA,6750,26,54
1940,MARDIN,KONYA,8283,58,54
1941,BATMAN,KONYA,6448,14,54
1942,SIRNAK,KONYA,7555,72,54
1943,SIIRT,KONYA,7791,70,54
1944,ISTANBUL,KARAMAN,6064,40,44
1945,TEKIRDAG,KARAMAN,5479,74,44
1946,EDIRNE,KARAMAN,5511,28,44
1947,KIRKLARELI,KARAMAN,5639,50,44
1948,BALIKESIR,KARAMAN,6242,12,44
1949,CANAKKALE,KARAMAN,6775,22,44
1950,IZMIR,KARAMAN,8615,41,44
1951,AYDIN,KARAMAN,8402,11,44
1952,DENIZLI,KARAMAN,7908,25,44
1953,MUGLA,KARAMAN,8662,60,44
1954,MANISA,KARAMAN,6919,57,44
1955,AFYONKARAHISAR,KARAMAN,14246,3,44
1956,KUTAHYA,KARAMAN,8176,55,44
1957,USAK,KARAMAN,7602,78,44
1958,BURSA,KARAMAN,5450,21,44
1959,ESKISEHIR,KARAMAN,7363,32,44
1960,BILECIK,KARAMAN,8741,16,44
1961,KOCAELI,KARAMAN,6169,53,44
1962,SAKARYA,KARAMAN,5784,67,44
1963,DUZCE,KARAMAN,5781,27,44
1964,BOLU,KARAMAN,7223,19,44
1965,YALOVA,KARAMAN,6227,80,44
1966,ANKARA,KARAMAN,9142,7,44
1967,KONYA,KARAMAN,91355,54,44
1968,KARAMAN,KARAMAN,4974549,44,44
1969,ANTALYA,KARAMAN,25411,8,44
1970,ISPARTA,KARAMAN,16054,39,44
1971,BURDUR,KARAMAN,15284,20,44
1972,ADANA,KARAMAN,9472,1,44
1973,MERSIN,KARAMAN,61182,59,44
1974,HATAY,KARAMAN,6624,37,44
1975,KAHRAMANMARAS,KARAMAN,7983,42,44
1976,OSMANIYE,KARAMAN,10892,65,44
1977,KIRIKKALE,KARAMAN,8214,49,44
1978,AKSARAY,KARAMAN,21711,5,44
1979,NIGDE,KARAMAN,22989,63,44
1980,NEVSEHIR,KARAMAN,14153,62,44
1981,KIRSEHIR,KARAMAN,9638,51,44
1982,KAYSERI,KARAMAN,8433,47,44
1983,SIVAS,KARAMAN,8996,73,44
1984,YOZGAT,KARAMAN,10249,81,44
1985,ZONGULDAK,KARAMAN,5316,82,44
1986,KARABUK,KARAMAN,6690,43,44
1987,BARTIN,KARAMAN,6221,13,44
1988,KASTAMONU,KARAMAN,8397,46,44
1989,CANKIRI,KARAMAN,9179,23,44
1990,SINOP,KARAMAN,5978,71,44
1991,SAMSUN,KARAMAN,5294,68,44
1992,TOKAT,KARAMAN,7693,75,44
1993,CORUM,KARAMAN,6878,24,44
1994,AMASYA,KARAMAN,7304,6,44
1995,TRABZON,KARAMAN,5558,76,44
1996,ORDU,KARAMAN,5745,64,44
1997,GIRESUN,KARAMAN,5927,34,44
1998,RIZE,KARAMAN,5101,66,44
1999,ARTVIN,KARAMAN,7385,10,44
2000,GUMUSHANE,KARAMAN,8898,35,44
2001,ERZURUM,KARAMAN,6819,31,44
2002,ERZINCAN,KARAMAN,7751,30,44
2003,BAYBURT,KARAMAN,8503,15,44
2004,AGRI,KARAMAN,9995,4,44
2005,KARS,KARAMAN,8639,45,44
2006,IGDIR,KARAMAN,8435,38,44
2007,ARDAHAN,KARAMAN,13519,9,44
2008,MALATYA,KARAMAN,6344,56,44
2009,ELAZIG,KARAMAN,7416,29,44
2010,BINGOL,KARAMAN,6649,17,44
2011,TUNCELI,KARAMAN,13991,77,44
2012,VAN,KARAMAN,7452,79,44
2013,MUS,KARAMAN,8373,61,44
2014,BITLIS,KARAMAN,7567,18,44
2015,HAKKARI,KARAMAN,8843,36,44
2016,GAZIANTEP,KARAMAN,5882,33,44
2017,ADIYAMAN,KARAMAN,8641,2,44
2018,KILIS,KARAMAN,6514,48,44
2019,SANLIURFA,KARAMAN,12508,69,44
2020,DIYARBAKIR,KARAMAN,5950,26,44
2021,MARDIN,KARAMAN,6481,58,44
2022,BATMAN,KARAMAN,5290,14,44
2023,SIRNAK,KARAMAN,8779,72,44
2024,SIIRT,KARAMAN,6412,70,44
2025,ISTANBUL,ANTALYA,8308,40,8
2026,TEKIRDAG,ANTALYA,7152,74,8
2027,EDIRNE,ANTALYA,7447,28,8
2028,KIRKLARELI,ANTALYA,7472,50,8
2029,BALIKESIR,ANTALYA,8844,12,8
2030,CANAKKALE,ANTALYA,9242,22,8
2031,IZMIR,ANTALYA,11230,41,8
2032,AYDIN,ANTALYA,12915,11,8
2033,DENIZLI,ANTALYA,17310,25,8
2034,MUGLA,ANTALYA,29720,60,8
2035,MANISA,ANTALYA,9258,57,8
2036,AFYONKARAHISAR,ANTALYA,24982,3,8
2037,KUTAHYA,ANTALYA,13158,55,8
2038,USAK,ANTALYA,14245,78,8
2039,BURSA,ANTALYA,7475,21,8
2040,ESKISEHIR,ANTALYA,11139,32,8
2041,BILECIK,ANTALYA,10306,16,8
2042,KOCAELI,ANTALYA,7691,53,8
2043,SAKARYA,ANTALYA,7271,67,8
2044,DUZCE,ANTALYA,7252,27,8
2045,BOLU,ANTALYA,10404,19,8
2046,YALOVA,ANTALYA,9033,80,8
2047,ANKARA,ANTALYA,11417,7,8
2048,KONYA,ANTALYA,19183,54,8
2049,KARAMAN,ANTALYA,25411,44,8
2050,ANTALYA,ANTALYA,438151,8,8
2051,ISPARTA,ANTALYA,65553,39,8
2052,BURDUR,ANTALYA,141917,20,8
2053,ADANA,ANTALYA,11067,1,8
2054,MERSIN,ANTALYA,14766,59,8
2055,HATAY,ANTALYA,12983,37,8
2056,KAHRAMANMARAS,ANTALYA,11043,42,8
2057,OSMANIYE,ANTALYA,15163,65,8
2058,KIRIKKALE,ANTALYA,13172,49,8
2059,AKSARAY,ANTALYA,12987,5,8
2060,NIGDE,ANTALYA,14372,63,8
2061,NEVSEHIR,ANTALYA,13314,62,8
2062,KIRSEHIR,ANTALYA,13641,51,8
2063,KAYSERI,ANTALYA,9857,47,8
2064,SIVAS,ANTALYA,12859,73,8
2065,YOZGAT,ANTALYA,14590,81,8
2066,ZONGULDAK,ANTALYA,9587,82,8
2067,KARABUK,ANTALYA,8836,43,8
2068,BARTIN,ANTALYA,8423,13,8
2069,KASTAMONU,ANTALYA,9183,46,8
2070,CANKIRI,ANTALYA,10950,23,8
2071,SINOP,ANTALYA,7872,71,8
2072,SAMSUN,ANTALYA,7811,68,8
2073,TOKAT,ANTALYA,10209,75,8
2074,CORUM,ANTALYA,11060,24,8
2075,AMASYA,ANTALYA,10951,6,8
2076,TRABZON,ANTALYA,8022,76,8
2077,ORDU,ANTALYA,8448,64,8
2078,GIRESUN,ANTALYA,7695,34,8
2079,RIZE,ANTALYA,8532,66,8
2080,ARTVIN,ANTALYA,10608,10,8
2081,GUMUSHANE,ANTALYA,12721,35,8
2082,ERZURUM,ANTALYA,8718,31,8
2083,ERZINCAN,ANTALYA,12173,30,8
2084,BAYBURT,ANTALYA,9619,15,8
2085,AGRI,ANTALYA,10031,4,8
2086,KARS,ANTALYA,10247,45,8
2087,IGDIR,ANTALYA,11659,38,8
2088,ARDAHAN,ANTALYA,8998,9,8
2089,MALATYA,ANTALYA,8434,56,8
2090,ELAZIG,ANTALYA,9446,29,8
2091,BINGOL,ANTALYA,9014,17,8
2092,TUNCELI,ANTALYA,15476,77,8
2093,VAN,ANTALYA,12860,79,8
2094,MUS,ANTALYA,9297,61,8
2095,BITLIS,ANTALYA,9992,18,8
2096,HAKKARI,ANTALYA,9790,36,8
2097,GAZIANTEP,ANTALYA,8543,33,8
2098,ADIYAMAN,ANTALYA,13411,2,8
2099,KILIS,ANTALYA,9664,48,8
2100,SANLIURFA,ANTALYA,14252,69,8
2101,DIYARBAKIR,ANTALYA,9628,26,8
2102,MARDIN,ANTALYA,10344,58,8
2103,BATMAN,ANTALYA,9359,14,8
2104,SIRNAK,ANTALYA,10535,72,8
2105,SIIRT,ANTALYA,8056,70,8
2106,ISTANBUL,ISPARTA,6968,40,39
2107,TEKIRDAG,ISPARTA,7176,74,39
2108,EDIRNE,ISPARTA,7416,28,39
2109,KIRKLARELI,ISPARTA,7805,50,39
2110,BALIKESIR,ISPARTA,9555,12,39
2111,CANAKKALE,ISPARTA,9270,22,39
2112,IZMIR,ISPARTA,12446,41,39
2113,AYDIN,ISPARTA,18773,11,39
2114,DENIZLI,ISPARTA,33557,25,39
2115,MUGLA,ISPARTA,19507,60,39
2116,MANISA,ISPARTA,11332,57,39
2117,AFYONKARAHISAR,ISPARTA,77832,3,39
2118,KUTAHYA,ISPARTA,15092,55,39
2119,USAK,ISPARTA,18634,78,39
2120,BURSA,ISPARTA,7145,21,39
2121,ESKISEHIR,ISPARTA,10802,32,39
2122,BILECIK,ISPARTA,11727,16,39
2123,KOCAELI,ISPARTA,7304,53,39
2124,SAKARYA,ISPARTA,6847,67,39
2125,DUZCE,ISPARTA,6548,27,39
2126,BOLU,ISPARTA,8129,19,39
2127,YALOVA,ISPARTA,6743,80,39
2128,ANKARA,ISPARTA,10357,7,39
2129,KONYA,ISPARTA,22278,54,39
2130,KARAMAN,ISPARTA,16054,44,39
2131,ANTALYA,ISPARTA,65553,8,39
2132,ISPARTA,ISPARTA,2974134,39,39
2133,BURDUR,ISPARTA,238312,20,39
2134,ADANA,ISPARTA,7010,1,39
2135,MERSIN,ISPARTA,8753,59,39
2136,HATAY,ISPARTA,6360,37,39
2137,KAHRAMANMARAS,ISPARTA,7324,42,39
2138,OSMANIYE,ISPARTA,10294,65,39
2139,KIRIKKALE,ISPARTA,9318,49,39
2140,AKSARAY,ISPARTA,10244,5,39
2141,NIGDE,ISPARTA,13043,63,39
2142,NEVSEHIR,ISPARTA,10558,62,39
2143,KIRSEHIR,ISPARTA,8641,51,39
2144,KAYSERI,ISPARTA,7951,47,39
2145,SIVAS,ISPARTA,8575,73,39
2146,YOZGAT,ISPARTA,10261,81,39
2147,ZONGULDAK,ISPARTA,6675,82,39
2148,KARABUK,ISPARTA,7299,43,39
2149,BARTIN,ISPARTA,8140,13,39
2150,KASTAMONU,ISPARTA,9528,46,39
2151,CANKIRI,ISPARTA,10216,23,39
2152,SINOP,ISPARTA,8362,71,39
2153,SAMSUN,ISPARTA,6557,68,39
2154,TOKAT,ISPARTA,7375,75,39
2155,CORUM,ISPARTA,7349,24,39
2156,AMASYA,ISPARTA,7974,6,39
2157,TRABZON,ISPARTA,6231,76,39
2158,ORDU,ISPARTA,6263,64,39
2159,GIRESUN,ISPARTA,5980,34,39
2160,RIZE,ISPARTA,6278,66,39
2161,ARTVIN,ISPARTA,7638,10,39
2162,GUMUSHANE,ISPARTA,10368,35,39
2163,ERZURUM,ISPARTA,8356,31,39
2164,ERZINCAN,ISPARTA,10223,30,39
2165,BAYBURT,ISPARTA,11557,15,39
2166,AGRI,ISPARTA,10304,4,39
2167,KARS,ISPARTA,10910,45,39
2168,IGDIR,ISPARTA,9807,38,39
2169,ARDAHAN,ISPARTA,10528,9,39
2170,MALATYA,ISPARTA,6518,56,39
2171,ELAZIG,ISPARTA,7527,29,39
2172,BINGOL,ISPARTA,7417,17,39
2173,TUNCELI,ISPARTA,16212,77,39
2174,VAN,ISPARTA,7689,79,39
2175,MUS,ISPARTA,8496,61,39
2176,BITLIS,ISPARTA,9066,18,39
2177,HAKKARI,ISPARTA,8810,36,39
2178,GAZIANTEP,ISPARTA,5670,33,39
2179,ADIYAMAN,ISPARTA,7005,2,39
2180,KILIS,ISPARTA,6201,48,39
2181,SANLIURFA,ISPARTA,7335,69,39
2182,DIYARBAKIR,ISPARTA,5574,26,39
2183,MARDIN,ISPARTA,7283,58,39
2184,BATMAN,ISPARTA,6894,14,39
2185,SIRNAK,ISPARTA,7287,72,39
2186,SIIRT,ISPARTA,7484,70,39
2187,ISTANBUL,BURDUR,5901,40,20
2188,TEKIRDAG,BURDUR,6469,74,20
2189,EDIRNE,BURDUR,7457,28,20
2190,KIRKLARELI,BURDUR,7806,50,20
2191,BALIKESIR,BURDUR,9381,12,20
2192,CANAKKALE,BURDUR,9040,22,20
2193,IZMIR,BURDUR,14693,41,20
2194,AYDIN,BURDUR,20584,11,20
2195,DENIZLI,BURDUR,101359,25,20
2196,MUGLA,BURDUR,42766,60,20
2197,MANISA,BURDUR,12113,57,20
2198,AFYONKARAHISAR,BURDUR,54014,3,20
2199,KUTAHYA,BURDUR,16251,55,20
2200,USAK,BURDUR,21519,78,20
2201,BURSA,BURDUR,6895,21,20
2202,ESKISEHIR,BURDUR,10140,32,20
2203,BILECIK,BURDUR,12560,16,20
2204,KOCAELI,BURDUR,7201,53,20
2205,SAKARYA,BURDUR,7436,67,20
2206,DUZCE,BURDUR,7618,27,20
2207,BOLU,BURDUR,9123,19,20
2208,YALOVA,BURDUR,6589,80,20
2209,ANKARA,BURDUR,9287,7,20
2210,KONYA,BURDUR,15062,54,20
2211,KARAMAN,BURDUR,15284,44,20
2212,ANTALYA,BURDUR,141917,8,20
2213,ISPARTA,BURDUR,238312,39,20
2214,BURDUR,BURDUR,7740880,20,20
2215,ADANA,BURDUR,7612,1,20
2216,MERSIN,BURDUR,8807,59,20
2217,HATAY,BURDUR,6773,37,20
2218,KAHRAMANMARAS,BURDUR,7376,42,20
2219,OSMANIYE,BURDUR,10839,65,20
2220,KIRIKKALE,BURDUR,8679,49,20
2221,AKSARAY,BURDUR,12324,5,20
2222,NIGDE,BURDUR,12195,63,20
2223,NEVSEHIR,BURDUR,11247,62,20
2224,KIRSEHIR,BURDUR,9564,51,20
2225,KAYSERI,BURDUR,7269,47,20
2226,SIVAS,BURDUR,9181,73,20
2227,YOZGAT,BURDUR,9861,81,20
2228,ZONGULDAK,BURDUR,6866,82,20
2229,KARABUK,BURDUR,8282,43,20
2230,BARTIN,BURDUR,7380,13,20
2231,KASTAMONU,BURDUR,9712,46,20
2232,CANKIRI,BURDUR,8764,23,20
2233,SINOP,BURDUR,8628,71,20
2234,SAMSUN,BURDUR,6382,68,20
2235,TOKAT,BURDUR,8025,75,20
2236,CORUM,BURDUR,7802,24,20
2237,AMASYA,BURDUR,8321,6,20
2238,TRABZON,BURDUR,6154,76,20
2239,ORDU,BURDUR,6524,64,20
2240,GIRESUN,BURDUR,6573,34,20
2241,RIZE,BURDUR,5923,66,20
2242,ARTVIN,BURDUR,7431,10,20
2243,GUMUSHANE,BURDUR,9949,35,20
2244,ERZURUM,BURDUR,8012,31,20
2245,ERZINCAN,BURDUR,10770,30,20
2246,BAYBURT,BURDUR,11602,15,20
2247,AGRI,BURDUR,16722,4,20
2248,KARS,BURDUR,15223,45,20
2249,IGDIR,BURDUR,13129,38,20
2250,ARDAHAN,BURDUR,11368,9,20
2251,MALATYA,BURDUR,6901,56,20
2252,ELAZIG,BURDUR,8257,29,20
2253,BINGOL,BURDUR,7826,17,20
2254,TUNCELI,BURDUR,18823,77,20
2255,VAN,BURDUR,9408,79,20
2256,MUS,BURDUR,12088,61,20
2257,BITLIS,BURDUR,10966,18,20
2258,HAKKARI,BURDUR,10786,36,20
2259,GAZIANTEP,BURDUR,5277,33,20
2260,ADIYAMAN,BURDUR,7684,2,20
2261,KILIS,BURDUR,6982,48,20
2262,SANLIURFA,BURDUR,9980,69,20
2263,DIYARBAKIR,BURDUR,6074,26,20
2264,MARDIN,BURDUR,7137,58,20
2265,BATMAN,BURDUR,5672,14,20
2266,SIRNAK,BURDUR,8386,72,20
2267,SIIRT,BURDUR,7313,70,20
2268,ISTANBUL,ADANA,6987,40,1
2269,TEKIRDAG,ADANA,5427,74,1
2270,EDIRNE,ADANA,5184,28,1
2271,KIRKLARELI,ADANA,4922,50,1
2272,BALIKESIR,ADANA,5478,12,1
2273,CANAKKALE,ADANA,6198,22,1
2274,IZMIR,ADANA,6902,41,1
2275,AYDIN,ADANA,6230,11,1
2276,DENIZLI,ADANA,5695,25,1
2277,MUGLA,ADANA,8618,60,1
2278,MANISA,ADANA,5672,57,1
2279,AFYONKARAHISAR,ADANA,6346,3,1
2280,KUTAHYA,ADANA,5244,55,1
2281,USAK,ADANA,5360,78,1
2282,BURSA,ADANA,6072,21,1
2283,ESKISEHIR,ADANA,5716,32,1
2284,BILECIK,ADANA,6141,16,1
2285,KOCAELI,ADANA,5968,53,1
2286,SAKARYA,ADANA,5193,67,1
2287,DUZCE,ADANA,4742,27,1
2288,BOLU,ADANA,6072,19,1
2289,YALOVA,ADANA,6316,80,1
2290,ANKARA,ADANA,7454,7,1
2291,KONYA,ADANA,9327,54,1
2292,KARAMAN,ADANA,9472,44,1
2293,ANTALYA,ADANA,11067,8,1
2294,ISPARTA,ADANA,7010,39,1
2295,BURDUR,ADANA,7612,20,1
2296,ADANA,ADANA,345123,1,1
2297,MERSIN,ADANA,30266,59,1
2298,HATAY,ADANA,21436,37,1
2299,KAHRAMANMARAS,ADANA,17539,42,1
2300,OSMANIYE,ADANA,75551,65,1
2301,KIRIKKALE,ADANA,6658,49,1
2302,AKSARAY,ADANA,10381,5,1
2303,NIGDE,ADANA,32564,63,1
2304,NEVSEHIR,ADANA,13009,62,1
2305,KIRSEHIR,ADANA,7287,51,1
2306,KAYSERI,ADANA,12698,47,1
